수광점ID,학교,지번,종류,교사동/운동장,층,X,Y,Z,근거등급,근거,추정여부,추정항목
여의도여자고등학교 운동장-92,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194311.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-93,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194207.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-94,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194215.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-95,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194223.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-96,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194231.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-97,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194255.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-98,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-99,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194271.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-100,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194295.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-101,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194303.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-102,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194215.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-103,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194223.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-104,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194231.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-105,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194255.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-106,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-107,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194295.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-108,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194239.777,547074.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-109,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194247.777,547074.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-110,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194287.777,547074.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-111,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194295.777,547074.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-112,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194247.777,547082.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-113,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194287.777,547082.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-114,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194255.777,547090.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-115,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194279.777,547090.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-116,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194287.777,547090.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-117,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194255.777,547098.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-118,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547098.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-119,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194271.777,547098.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-120,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194279.777,547098.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-121,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194287.777,547098.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-122,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194255.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-123,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-124,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194271.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-125,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194279.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-126,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194287.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-127,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194255.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-128,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-129,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194271.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-130,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194279.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-131,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194287.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-132,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194255.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-133,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-134,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194271.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-135,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194279.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-136,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547130.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-137,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194271.777,547130.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-138,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194279.777,547130.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-139,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547138.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-140,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194271.777,547138.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도여자고등학교 운동장-141,여의도여자고등학교,40-2,운동장 지반,여의도여자고등학교 운동장,0,194263.777,547146.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
본관(4층) 1층-1,여의도초등학교,40-3,교사동 창면,본관(4층),1,194385.357,546987.462,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-1,여의도초등학교,40-3,교사동 창면,본관(4층),2,194385.357,546987.462,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-1,여의도초등학교,40-3,교사동 창면,본관(4층),3,194385.357,546987.462,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-1,여의도초등학교,40-3,교사동 창면,본관(4층),4,194385.357,546987.462,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-2,여의도초등학교,40-3,교사동 창면,본관(4층),1,194388.194,546989.679,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-2,여의도초등학교,40-3,교사동 창면,본관(4층),2,194388.194,546989.679,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-2,여의도초등학교,40-3,교사동 창면,본관(4층),3,194388.194,546989.679,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-2,여의도초등학교,40-3,교사동 창면,본관(4층),4,194388.194,546989.679,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-3,여의도초등학교,40-3,교사동 창면,본관(4층),1,194392.449,546993.003,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-3,여의도초등학교,40-3,교사동 창면,본관(4층),2,194392.449,546993.003,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-3,여의도초등학교,40-3,교사동 창면,본관(4층),3,194392.449,546993.003,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-3,여의도초등학교,40-3,교사동 창면,본관(4층),4,194392.449,546993.003,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-4,여의도초등학교,40-3,교사동 창면,본관(4층),1,194395.286,546995.22,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-4,여의도초등학교,40-3,교사동 창면,본관(4층),2,194395.286,546995.22,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-4,여의도초등학교,40-3,교사동 창면,본관(4층),3,194395.286,546995.22,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-4,여의도초등학교,40-3,교사동 창면,본관(4층),4,194395.286,546995.22,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 1층-5,여의도초등학교,40-3,교사동 창면,본관(4층),1,194399.541,546998.544,2.1,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 2층-5,여의도초등학교,40-3,교사동 창면,본관(4층),2,194399.541,546998.544,5.7,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 3층-5,여의도초등학교,40-3,교사동 창면,본관(4층),3,194399.541,546998.544,9.3,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
본관(4층) 4층-5,여의도초등학교,40-3,교사동 창면,본관(4층),4,194399.541,546998.544,12.9,A 도면기준,본관 정면도,도면,층고 3.6m·창 0.9~3.3m 는 정면도 실측. 수평 배치는 교실모듈 9m·창 2개소 표준값 가정(정면도가 연속 리본창이라 창 개소를 셀 수 없음)
